id;Word_english;Level;Word_port;Category;Sentence_1;Sentence_2;Sentence_3;words_translation;Type
1834;seventeen;A1;dezessete;Numbers;She turns seventeen next month.;;;seventeen. [pt] dezessete. [en] ;Word
1837;seventh;A1;sétimo;Numbers;He won the race for the seventh time.;;;seventh. [pt] sétimo. [en] ;Word
1840;seventy;A1;setenta;Numbers;The store offers a seventy percent discount.;;;seventy. [pt] setenta. [en] ;Word
1843;shawl;A1;xale;Clothing;She wore a beautiful shawl to the party.;;;shawl. [pt] xale. [en] ;Word
1846;she;A1;ela;;She loves to read.;She is going to the market.;;she. [pt] ela. [en] ;Word
1851;sheep;A1;ovelha;Animals;The farmer has many sheep on his farm.;;;sheep. [pt] ovelha. [en] ;Word
1854;shirt;A1;camisa;Clothing;He bought a new shirt for work.;;;shirt. [pt] camisa. [en] ;Word
1857;shoe;A1;sapato;Clothing;She needs a new pair of shoes.;;;shoe. [pt] sapato. [en] ;Word
1860;shoes;A1;sapatos;Clothing;She left her shoes at the door.;;;shoes. [pt] sapatos. [en] ;Word
1863;shop assistant;A1;atendente de loja;Professions;The shop assistant helped her find the right size.;;;shop assistant. [pt] atendente de loja. [en] ;Word
1866;short;A1;curto , baixo;;She wore a short skirt.;He is short for his age.;;short. [pt] curto , baixo. [en] ;Word
1871;shoulder;A1;ombro;Human body and health;She carried the bag on her shoulder.;;;shoulder. [pt] ombro. [en] ;Word
1874;sick;A1;doente;Human body and health;She felt sick after eating too much candy.;;;sick. [pt] doente. [en] ;Word
1877;sing;A1;cantar;;She loves to sing in the choir.;;;sing. [pt] cantar. [en] ;Word
1880;singer;A1;cantor;;The singer performed a new song.;;;singer. [pt] cantor. [en] ;Word
1883;sister;A1;irmã;;Her sister lives in another city.;;;sister. [pt] irmã. [en] ;Word
1886;sit;A1;sentar;;She likes to sit by the window.;;;sit. [pt] sentar. [en] ;Word
1889;six;A1;seis;Numbers;There are six eggs in the carton.;She has six books to read.;;six. [pt] seis. [en] ;Word
1894;sixteen;A1;dezesseis;Numbers;She turns sixteen next week.;;;sixteen. [pt] dezesseis. [en] ;Word
1897;sixth;A1;sexto;Numbers;He was sixth in line at the store.;;;sixth. [pt] sexto. [en] ;Word
1900;sixty;A1;sessenta;Numbers;Her grandmother is sixty years old.;;;sixty. [pt] sessenta. [en] ;Word
1903;skirt;A1;saia;Clothing;She wore a blue skirt to the party.;;;skirt. [pt] saia. [en] ;Word
1906;slim;A1;magro , fino;;She prefers a slim fit for her jeans.;;;slim. [pt] magro , fino. [en] ;Word
1909;small;A1;pequeno;;She lives in a small house.;;;small. [pt] pequeno. [en] ;Word
1912;smoking;A1;fumar , fumante;;Smoking is not allowed inside.;She quit smoking last year.;;smoking. [pt] fumar , fumante. [en] ;Word
1917;snake;A1;cobra;Animals;She saw a snake in the garden.;;;snake. [pt] cobra. [en] ;Word
1920;snow;A1;neve;;She loves to play in the snow.;;;snow. [pt] neve. [en] ;Word
1923;snowy;A1;nevado;;She went for a walk on a snowy day.;;;snowy. [pt] nevado. [en] ;Word
1926;so;A1;então , tão;;She was so happy.;Are you going out? If so, I'll join you.;;so. [pt] então , tão. [en] ;Word
1931;sofa;A1;sofá;Home;She sat on the sofa and read a book.;;;sofa. [pt] sofá. [en] ;Word
1934;some;A1;algum , alguns;;She wants some water.;Some people prefer tea over coffee.;;some. [pt] algum , alguns. [en] ;Word
1939;somebody;A1;alguém;;She saw somebody waiting at the bus stop.;;;somebody. [pt] alguém. [en] ;Word
1942;someone;A1;alguém;;Someone left their keys on the table.;;;someone. [pt] alguém. [en] ;Word
1945;something;A1;algo;;She found something interesting in the attic.;;;something. [pt] algo. [en] ;Word
1948;sometimes;A1;às vezes;;She goes for a run sometimes in the morning.;;;sometimes. [pt] às vezes. [en] ;Word
1951;son;A1;filho;;Her son loves playing soccer.;;;son. [pt] filho. [en] ;Word
1954;song;A1;música;;She sang her favorite song.;;;song. [pt] música. [en] ;Word
1957;soon;A1;logo;;She will be home soon.;;;soon. [pt] logo. [en] ;Word
1960;sorry;A1;desculpa;;She said sorry for the mistake.;She's sorry she couldn't attend the event.;;sorry. [pt] desculpa. [en] ;Word
1965;sound;A1;som;;She heard a strange sound outside.;;;sound. [pt] som. [en] ;Word
1968;soup;A1;sopa;Foods and drinks;She likes to have soup for dinner.;;;soup. [pt] sopa. [en] ;Word
1971;south;A1;sul;;She traveled south for her vacation.;;;south. [pt] sul. [en] ;Word
1974;South Africa;A1;África do Sul;Places;She visited South Africa last year.;;;South Africa. [pt] África do Sul. [en] ;Word
1977;Spain;A1;Espanha;Places;She dreams of visiting Spain one day.;;;Spain. [pt] Espanha. [en] ;Word
1980;Spanish;A1;espanhol;;She is learning Spanish.;;;Spanish. [pt] espanhol. [en] ;Word
1983;speak;A1;falar;Communication;She can speak French fluently.;;;speak. [pt] falar. [en] ;Word
1986;spell;A1;soletrar;;She asked her to spell the word.;;;spell. [pt] soletrar. [en] ;Word
1989;spend;A1;gastar , passar;;She spends her weekends hiking.;;;spend. [pt] gastar , passar. [en] ;Word
1992;sport;A1;esporte;Sports;She enjoys watching sports on TV.;;;sport. [pt] esporte. [en] ;Word
1995;spring;A1;primavera;;She loves the colors of spring.;;;spring. [pt] primavera. [en] ;Word
1998;square;A1;quadrado , praça;;The room had a square table.;They met at the town square.;;square. [pt] quadrado , praça. [en] ;Word
2003;stand;A1;ficar de pé , estande;;She can't stand for long periods.;She ran a stand at the fair.;;stand. [pt] ficar de pé , estande. [en] ;Word
2008;statement;A1;declaração;;She made a statement to the press.;;;statement. [pt] declaração. [en] ;Word
2011;stormy;A1;tempestuoso;;She doesn't like driving in stormy weather.;;;stormy. [pt] tempestuoso. [en] ;Word
2014;story;A1;história;;She wrote a short story.;;;story. [pt] história. [en] ;Word
2017;storyteller;A1;contador de histórias;Professions;She invited a storyteller to the school.;;;storyteller. [pt] contador de histórias. [en] ;Word
2020;street;A1;rua;Places;She lives on Maple Street.;;;street. [pt] rua. [en] ;Word
2023;student;A1;estudante;;She is a diligent student.;;;student. [pt] estudante. [en] ;Word
2026;subtropical;A1;subtropical;;She visited a subtropical region last summer.;;;subtropical. [pt] subtropical. [en] ;Word
2029;sugar;A1;açúcar;Foods and drinks;She takes her coffee without sugar.;;;sugar. [pt] açúcar. [en] ;Word
2032;summer;A1;verão;;She loves swimming in the summer.;;;summer. [pt] verão. [en] ;Word
2035;sun;A1;sol;Nature;She enjoys basking in the sun.;;;sun. [pt] sol. [en] ;Word
2038;Sunday;A1;domingo;Days of the week and months;She goes to church every Sunday.;;;sunday. [pt] domingo. [en] ;Word
2041;sunny;A1;ensolarado;;She prefers sunny days to cloudy ones.;;;sunny. [pt] ensolarado. [en] ;Word
2044;supermarket;A1;supermercado;Places;She does her weekly shopping at the supermarket.;;;supermarket. [pt] supermercado. [en] ;Word
2047;sure;A1;certeza;;She's not sure about her plans yet.;She is sure she left her keys here.;;sure. [pt] certeza. [en] ;Word
2052;swap;A1;trocar;;She likes to swap books with her friends.;;;swap. [pt] trocar. [en] ;Word
2055;sweater;A1;suéter;Clothing;She wore a warm sweater in the cold.;;;sweater. [pt] suéter. [en] ;Word
2058;swimming pool;A1;piscina;Places;She goes to the swimming pool every Saturday.;;;swimming pool. [pt] piscina. [en] ;Word
2061;tale;A1;conto;;She heard a fascinating tale.;;;tale. [pt] conto. [en] ;Word
2064;tall;A1;alto;;She is tall for her age.;;;tall. [pt] alto. [en] ;Word
2067;taxi;A1;táxi;Transportation;She took a taxi to the airport.;;;taxi. [pt] táxi. [en] ;Word
2070;taxi driver;A1;motorista de táxi;Professions;She chatted with the taxi driver during the ride.;;;taxi driver. [pt] motorista de táxi. [en] ;Word
2073;teacher;A1;professor;Professions;She respects her teacher a lot.;;;teacher. [pt] professor. [en] ;Word
2076;telephone;A1;telefone;Technology;She answered the telephone quickly.;;;telephone. [pt] telefone. [en] ;Word
2079;tell;A1;contar , dizer;;She'll tell you the story later.;She can't tell if it's going to rain.;;tell. [pt] contar , dizer. [en] ;Word
2084;temperature;A1;temperatura;Nature;She checked the temperature before leaving.;;;temperature. [pt] temperatura. [en] ;Word
2087;ten;A1;dez;Numbers;She has ten fingers.;;;ten. [pt] dez. [en] ;Word
2090;tennis;A1;tênis , tênis esportivo;Sports;She plays tennis every Saturday.;She bought new tennis shoes.;;tennis. [pt] tênis , tênis esportivo. [en] ;Word
2095;tenth;A1;décimo;Numbers;She finished in the tenth position.;;;tenth. [pt] décimo. [en] ;Word
2098;text message;A1;mensagem de texto;;She received a text message from her friend.;;;text message. [pt] mensagem de texto. [en] ;Word
2101;than;A1;do que;;She is taller than her sister.;;;than. [pt] do que. [en] ;Word
2104;thank;A1;agradecer;;She'll thank you for your help.;;;thank. [pt] agradecer. [en] ;Word
2107;thanks;A1;obrigado , agradecimentos;;She expressed her thanks to everyone.;;;thanks. [pt] obrigado , agradecimentos. [en] ;Word
2110;the Internet;A1;a Internet;Technology;She uses the Internet every day.;;;the Internet. [pt] a Internet. [en] ;Word
2113;theater;A1;teatro;Places;She enjoys going to the theater.;;;theater. [pt] teatro. [en] ;Word
2116;theatre;A1;teatro;Places;She took drama classes at the theatre.;;;theatre. [pt] teatro. [en] ;Word
2119;then;A1;então;;She finished her homework, then went out.;;;then. [pt] então. [en] ;Word
2122;there;A1;lá;;She pointed to the house over there.;;;there. [pt] lá. [en] ;Word
2125;these;A1;estes;;She bought these shoes last week.;;;these. [pt] estes. [en] ;Word
2128;they;A1;eles , elas;;They will arrive in the afternoon.;;;they. [pt] eles , elas. [en] ;Word
2131;thing;A1;coisa;;She forgot to bring her favorite thing.;;;thing. [pt] coisa. [en] ;Word
2134;third;A1;terceiro;Numbers;She finished in third place.;;;third. [pt] terceiro. [en] ;Word
2137;thirsty;A1;com sede;;She's feeling thirsty after the run.;;;thirsty. [pt] com sede. [en] ;Word
2140;thirteen;A1;treze;Numbers;She turned thirteen last month.;;;thirteen. [pt] treze. [en] ;Word
2143;thirtieth;A1;trigésimo;Numbers;She'll celebrate her thirtieth birthday next week.;;;thirtieth. [pt] trigésimo. [en] ;Word
2146;thirty;A1;trinta;Numbers;She has thirty books on her shelf.;;;thirty. [pt] trinta. [en] ;Word
2149;thirty;A1;trigésimo primeiro;Numbers;She'll visit her friend on the thirty-first.;;;thirty-first. [pt] trigésimo primeiro. [en] ;Word
2152;this evening;A1;esta noite;;She'll meet you at the party this evening.;;;this evening. [pt] esta noite. [en] ;Word
2155;those;A1;aqueles;;She likes those shoes in the display.;;;those. [pt] aqueles. [en] ;Word
2158;thousand;A1;mil;Numbers;She walked a thousand steps today.;;;thousand. [pt] mil. [en] ;Word
2161;three;A1;três;Numbers;She has three cats at home.;;;three. [pt] três. [en] ;Word
2164;Thursday;A1;quinta-feira;Days of the week and months;She has a meeting on Thursday.;;;thursday. [pt] quinta-feira. [en] ;Word
2167;ticket;A1;bilhete;;She bought a ticket for the concert.;;;ticket. [pt] bilhete. [en] ;Word
2170;tired;A1;cansado;Emotions;He felt tired after a long day at work.;;;tired. [pt] cansado. [en] ;Word
2173;today;A1;hoje;;Today is a beautiful day.;;;today. [pt] hoje. [en] ;Word
2176;toes;A1;dedos dos pés;Human body and health;He wiggled his toes in the sand.;;;toes. [pt] dedos dos pés. [en] ;Word
2179;toilet;A1;banheiro;Home;The toilet is down the hall to the left.;;;toilet. [pt] banheiro. [en] ;Word
2182;tomorrow;A1;amanhã;;Tomorrow, we'll go to the park.;;;tomorrow. [pt] amanhã. [en] ;Word
2185;tonight;A1;esta noite;;They are going to the movies tonight.;;;tonight. [pt] esta noite. [en] ;Word
2188;too;A1;também , muito;;He's too tired to go out tonight.;;;too. [pt] também , muito. [en] ;Word
2191;tooth;A1;dente;Human body and health;She lost her first tooth yesterday.;;;tooth. [pt] dente. [en] ;Word
2194;tourist;A1;turista;;The city attracts many tourists every year.;;;tourist. [pt] turista. [en] ;Word
2197;towels;A1;toalhas;Home;They hung the towels to dry outside.;;;towels. [pt] toalhas. [en] ;Word
2200;town;A1;cidade;Places;He lives in a small town near the beach.;;;town. [pt] cidade. [en] ;Word
2203;traffic;A1;trânsito;;There was heavy traffic on the highway.;;;traffic. [pt] trânsito. [en] ;Word
2206;trainers;A1;tênis esportivo;Clothing;She wears trainers when she goes running.;;;trainers. [pt] tênis esportivo. [en] ;Word
2209;translator;A1;tradutor;Professions;He works as a translator for an international company.;;;translator. [pt] tradutor. [en] ;Word
2212;tree;A1;árvore;Nature;The children climbed the tree in the park.;;;tree. [pt] árvore. [en] ;Word
2215;tree house;A1;casa na árvore;Home;The kids built a tree house in the backyard.;;;tree house. [pt] casa na árvore. [en] ;Word
2218;trousers;A1;calças;Clothing;He folded his trousers and placed them in the drawer.;;;trousers. [pt] calças. [en] ;Word
2221;true;A1;VERDADEIRO;;It's true that he loves chocolate.;;;true. [pt] verdadeiro. [en] ;Word
2224;t;A1;camiseta;Clothing;She wore a white t-shirt to the gym.;;;t-shirt. [pt] camiseta. [en] ;Word
2227;Tuesday;A1;terça-feira;Days of the week and months;I have a meeting on Tuesday morning.;;;tuesday. [pt] terça-feira. [en] ;Word
2230;TV;A1;televisão;;They watched a movie on TV last night.;;;TV. [pt] televisão. [en] ;Word
2233;twelfth;A1;décimo segundo;Numbers;The twelfth month of the year is December.;;;twelfth. [pt] décimo segundo. [en] ;Word
2236;twelve;A1;doze;Numbers;She bought twelve oranges at the store.;;;twelve. [pt] doze. [en] ;Word
2239;twentieth;A1;vigésimo;Numbers;The twentieth floor has a great view.;;;twentieth. [pt] vigésimo. [en] ;Word
2242;twenty;A1;vinte;Numbers;He's twenty years old.;;;twenty. [pt] vinte. [en] ;Word
2245;twenty;A1;vigésimo primeiro;Numbers;The event is scheduled for the twenty-first of June.;;;twenty-first. [pt] vigésimo primeiro. [en] ;Word
2248;twenty;A1;vinte e um;Numbers;She has twenty-one cats at home.;;;twenty-one. [pt] vinte e um. [en] ;Word
2251;twenty;A1;vigésimo terceiro;Numbers;It's their twenty-third anniversary next week.;;;twenty-third. [pt] vigésimo terceiro. [en] ;Word
2254;twenty;A1;vinte e dois;Numbers;There are twenty-two students in the class.;;;twenty-two. [pt] vinte e dois. [en] ;Word
2257;twice;A1;duas vezes;;She goes to the gym twice a week.;;;twice. [pt] duas vezes. [en] ;Word
2260;two;A1;dois;Numbers;They have two dogs and a cat.;;;two. [pt] dois. [en] ;Word
2263;umbrella;A1;guarda-chuva;;"Don't forget to take your umbrella; it's raining outside.";;;umbrella. [pt] guarda-chuva. [en] ;Word
2266;uncle;A1;tio;;My uncle lives in Canada.;;;uncle. [pt] tio. [en] ;Word
2269;under;A1;embaixo;;The keys are under the table.;;;under. [pt] embaixo. [en] ;Word
2272;United Kingdom;A1;Reino Unido;Places;She visited the United Kingdom last summer.;;;United Kingdom. [pt] Reino Unido. [en] ;Word
2275;United States of America;A1;Estados Unidos da América;Places;He traveled to the United States of America for a conference.;;;United States of America. [pt] Estados Unidos da América. [en] ;Word
2278;university;A1;universidade;;She studied at the university for four years.;;;university. [pt] universidade. [en] ;Word
2281;unusual;A1;incomum;;It's unusual to see snow in this area.;;;unusual. [pt] incomum. [en] ;Word
2284;Uruguay;A1;Uruguai;Places;Uruguay is known for its beautiful beaches.;;;Uruguay. [pt] Uruguai. [en] ;Word
2287;us;A1;nós;;Us, siblings, always enjoy family dinners.;;;us. [pt] nós. [en] ;Word
2290;usually;A1;geralmente;;He usually arrives at work early.;;;usually. [pt] geralmente. [en] ;Word
2293;vacation;A1;férias;;They're planning a vacation to Europe next summer.;;;vacation. [pt] férias. [en] ;Word
2296;vegetable;A1;vegetal;Foods and drinks;She bought fresh vegetables from the market.;;;vegetable. [pt] vegetal. [en] ;Word
2299;Venezuela;A1;Venezuela;Places;He traveled to Venezuela for a business trip.;;;Venezuela. [pt] Venezuela. [en] ;Word
2302;very;A1;muito;;She's feeling very happy today.;;;very. [pt] muito. [en] ;Word
2305;video;A1;vídeo;;He watched a funny video on the internet.;;;video. [pt] vídeo. [en] ;Word
2308;village;A1;vilarejo;Places;They live in a small village by the river.;;;village. [pt] vilarejo. [en] ;Word
2311;violet;A1;violeta;Colors;Her favorite color is violet.;;;violet. [pt] violeta. [en] ;Word
2314;visitor;A1;visitante;;The museum had many visitors last month.;;;visitor. [pt] visitante. [en] ;Word
2317;wait;A1;esperar;;I'll wait for you here.;;;wait. [pt] esperar. [en] ;Word
2320;waiter;A1;garçom;Professions;The waiter brought the menu to the table.;;;waiter. [pt] garçom. [en] ;Word
2323;waitress;A1;garçonete;Professions;She worked as a waitress in a café.;;;waitress. [pt] garçonete. [en] ;Word
2326;wall;A1;parede;Home;They painted the wall with a new color.;;;wall. [pt] parede. [en] ;Word
2329;want;A1;querer;;I want to travel the world someday.;;;want. [pt] querer. [en] ;Word
2332;wash;A1;lavar;;She needs to wash her car today.;;;wash. [pt] lavar. [en] ;Word
2335;watch;A1;relógio, pulseira;;He bought a new watch for his birthday.;;;watch. [pt] relógio, pulseira. [en] ;Word
2338;water;A1;água;;She drank a glass of water after exercise.;;;water. [pt] água. [en] ;Word
2341;we;A1;nós;;We are going on a picnic this weekend.;;;we. [pt] nós. [en] ;Word
2344;wear;A1;vestir, usar;;He likes to wear comfortable clothes.;;;wear. [pt] vestir, usar. [en] ;Word
2347;weather;A1;clima;Nature;The weather today is sunny and warm.;;;weather. [pt] clima. [en] ;Word
2350;website;A1;site;Technology;They found the recipe on a cooking website.;;;website. [pt] site. [en] ;Word
2353;Wednesday;A1;quarta-feira;Days of the week and months;They have a meeting every Wednesday morning.;;;wednesday. [pt] quarta-feira. [en] ;Word
2356;week;A1;semana;;Next week, she has exams at school.;;;week. [pt] semana. [en] ;Word
2359;weekend;A1;fim de semana;;They usually go hiking on the weekend.;;;weekend. [pt] fim de semana. [en] ;Word
2362;well;A1;bem;;She doesn't feel well today.;;;well. [pt] bem. [en] ;Word
2365;were;A1;eram, estavam;;They were at the park yesterday.;;;were. [pt] eram, estavam. [en] ;Word
2368;west;A1;oeste;;The sun sets in the west.;;;west. [pt] oeste. [en] ;Word
2371;when;A1;quando;;When will you arrive at the party?;;;when. [pt] quando. [en] ;Word
2374;where;A1;onde;;Where did you put the keys?;;;where. [pt] onde. [en] ;Word
2377;white;A1;branco;Colors;She wore a beautiful white dress to the party.;;;white. [pt] branco. [en] ;Word
2380;wife;A1;esposa;;His wife works as a teacher.;;;wife. [pt] esposa. [en] ;Word
2383;Wi;A1;Wi-fi;Technology;The café offers free Wi-fi to its customers.;;;Wi-fi. [pt] Wi-fi. [en] ;Word
2386;win;A1;ganhar;;They hope to win the game next week.;;;win. [pt] ganhar. [en] ;Word
2389;wind;A1;vento;Nature;The wind was blowing strong last night.;;;wind. [pt] vento. [en] ;Word
2392;wine;A1;vinho;Foods and drinks;She enjoys a glass of red wine with dinner.;;;wine. [pt] vinho. [en] ;Word
2395;winter;A1;inverno;;Winter is her favorite season of the year.;;;winter. [pt] inverno. [en] ;Word
2398;without;A1;sem;;She went to the store without her wallet.;;;without. [pt] sem. [en] ;Word
2401;woman;A1;mulher;;The woman in the red dress is a doctor.;;;woman. [pt] mulher. [en] ;Word
2404;women;A1;mulheres;;Women play a significant role in society.;;;women. [pt] mulheres. [en] ;Word
2407;wonderful;A1;maravilhoso;Emotions;They had a wonderful time at the beach.;;;wonderful. [pt] maravilhoso. [en] ;Word
2410;wood;A1;madeira;;They built a house out of wood.;;;wood. [pt] madeira. [en] ;Word
2413;word;A1;palavra;;Can you spell this word for me?;;;word. [pt] palavra. [en] ;Word
2416;worker;A1;trabalhador;Professions;She's a hard worker in her office.;;;worker. [pt] trabalhador. [en] ;Word
2419;yeah;A1;sim;;"""Yeah, I'd love to go to the movies with you.""";;;yeah. [pt] sim. [en] ;Word
2422;year;A1;ano;;This year has gone by so quickly!;;;year. [pt] ano. [en] ;Word
2425;yellow;A1;amarelo;Colors;She painted her room in a bright yellow color.;;;yellow. [pt] amarelo. [en] ;Word
2428;yes;A1;sim;;"""Yes, I'll be there for the meeting.""";;;yes. [pt] sim. [en] ;Word
2431;yesterday;A1;ontem;;They went to the park yesterday.;;;yesterday. [pt] ontem. [en] ;Word
2434;you;A1;você;;You have a great sense of humor.;;;you. [pt] você. [en] ;Word
2437;yourself;A1;você mesmo;;Always take care of yourself.;;;yourself. [pt] você mesmo. [en] ;Word
2440;zoo;A1;zoológico;;They visited the zoo last Sunday.;;;zoo. [pt] zoológico. [en] ;Word
p25;a cup of.;A1;um copo de.;Foods and drinks;I'd like a cup of coffee, please.;Can you pass me a cup of sugar?;;a cup of. [pt] um copo de.;Phrases
p29;a kind of.;A1;um tipo de.;;It's a kind of art I've never seen before.;This is a kind of rare bird in these parts.;;a kind of. [pt] um tipo de.;Phrases
p37;a lot/lots.;A1;muito.;;They have a lot of books.;I've got lots of work to finish.;;a lot/lots. [pt] muito.;Phrases
p41;a piece of.;A1;um pedaço de.;;Can I have a piece of cake?;He wants a piece of advice from you.;;a piece of. [pt] um pedaço de.;Phrases
p49;as well (as.);A1;também, tão bem quanto.;;She writes as well as she sings.;He's a good artist, as well.;;as well (as.) [pt] também, tão bem quanto.;Phrases
p45;as well.;A1;também.;;She sings, and she dances as well.;He's a painter as well as a sculptor.;;as well. [pt] também.;Phrases
p53;at the weekend.;A1;no fim de semana.;; I usually go hiking at the weekend.; They plan to travel at the weekend.;;at the weekend. [pt] no fim de semana.;Phrases
p57;bare feet.;A1;pés descalços.;; Kids love playing in the sand with bare feet.; I prefer walking around the house in bare feet.;;bare feet. [pt] pés descalços.;Phrases
p61;be ... years old.;A1;ter ... anos.;; She will be 30 years old next month.; How old will you be on your next birthday?;;be ... years old. [pt] ter ... anos.;Phrases
p65;be called something;A1;ser chamado de algo.;; She is called Maria by her friends.; This beautiful flower is called a rose.;;be called something [pt] ser chamado de algo.;Phrases
p69;buy a house.;A1;comprar uma casa.;; They plan to buy a house in the suburbs.; It's not easy to buy a house in this market.;;buy a house. [pt] comprar uma casa.;Phrases
p73;change jobs.;A1;trocar de emprego.;; She decided to change jobs for better prospects.; He changes jobs every few years.;;change jobs. [pt] trocar de emprego.;Phrases
p77;check emails.;A1;verificar e-mails.;; I check emails before starting work.; He often checks emails during lunchtime.;;check emails. [pt] verificar e-mails.;Phrases
p1;come from.;A1;vir de algo/alguém/algum lugar.;;She comes from Canada.;That idea comes from my brother.;;come from. [pt] vir de algo/alguém/algum lugar.;Phrasal verbs
p81;do the cleaning/cooking.;A1;fazer a limpeza/cozinhar.;; He helps do the cleaning around the house.; She loves cooking different cuisines.;;do the cleaning/cooking. [pt] fazer a limpeza/cozinhar.;Phrases
p85;Don't forget....;A1;não esqueça....;; Don't forget to lock the door before leaving.; Don't forget your keys on the table.;;Don't forget.... [pt] não esqueça....;Phrases
p89;Don't worry (about something).;A1;não se preocupe.;Emotions;" Don't worry about the rain; it's just a drizzle.";" Don't worry about the test; you'll do great.";;Don't worry (about something). [pt] não se preocupe.;Phrases
p93;fake tan.;A1;bronzeamento artificial.;; She prefers fake tan for a sun-kissed look.; He got a fake tan before the beach vacation.;;fake tan. [pt] bronzeamento artificial.;Phrases
p97;finish school.;A1;terminar a escola.;Education; He plans to finish school and then travel.; She'll finish school next year.;;finish school. [pt] terminar a escola.;Phrases
p101;finish work.;A1;terminar o trabalho.;; He likes to finish work early on Fridays.; She often finishes work late at night.;;finish work. [pt] terminar o trabalho.;Phrases
p105;for example.;A1;por exemplo.;; There are many fruits, for example, apples and oranges.; Many animals, for example, lions and tigers, live in the jungle.;;for example. [pt] por exemplo.;Phrases
p109;for hours.;A1;por horas.;; She can talk on the phone for hours.; He worked on the project for hours.;;for hours. [pt] por horas.;Phrases
p113;free parking.;A1;estacionamento gratuito.;; There's free parking available near the mall.; The hotel offers free parking for its guests.;;free parking. [pt] estacionamento gratuito.;Phrases
p5;get (somebody Up).;A1;levantar-se.;;I get up at 7 AM every day.;He struggles to get his kids up in the morning.;;get (somebody Up). [pt] levantar-se.;Phrasal verbs
p117;get a bus/train/taxi.;A1;pegar um ônibus/trem/táxi.;Transportation; I usually get a bus to work every morning.; She decided to get a taxi because it was raining.;;get a bus/train/taxi. [pt] pegar um ônibus/trem/táxi.;Phrases
p121;get dressed.;A1;se vestir.;; He needs to get dressed quickly for the meeting.; They got dressed in their best outfits for the event.;;get dressed. [pt] se vestir.;Phrases
p125;get here/there/home/to work.;A1;chegar aqui/lá/em casa/ao trabalho.;Transportation; She will get here by 7 PM for dinner.; They finally got home after a long journey.;;get here/there/home/to work. [pt] chegar aqui/lá/em casa/ao trabalho.;Phrases
p129;get home.;A1;chegar em casa.;; What time do you usually get home from work?; She wants to get home before it gets dark.;;get home. [pt] chegar em casa.;Phrases
p133;get ill.;A1;ficar doente.;Human body and health; He tends to get ill during the winter season.;" Don't go out in the rain; you might get ill.";;get ill. [pt] ficar doente.;Phrases
p137;go abroad.;A1;viajar para o exterior.;; They plan to go abroad for their honeymoon.; It's exciting to go abroad and explore new cultures.;;go abroad. [pt] viajar para o exterior.;Phrases
p141;go on Facebook/Twitter.;A1;entrar no Facebook/Twitter.;; I like to go on Facebook to catch up with friends.; She often goes on Twitter to read the latest news.;;go on Facebook/Twitter. [pt] entrar no Facebook/Twitter.;Phrases
p145;go out with friends.;A1;sair com amigos.;; They regularly go out with friends on weekends.; She prefers to go out with friends rather than stay in.;;go out with friends. [pt] sair com amigos.;Phrases
p149;go shopping.;A1;fazer compras.;; She likes to go shopping at the mall on Saturdays.; They decided to go shopping for new clothes.;;go shopping. [pt] fazer compras.;Phrases
p153;go to bed.;A1;ir para a cama.;; He usually goes to bed late at night.; She likes to go to bed early to read.;;go to bed. [pt] ir para a cama.;Phrases
p157;go to the cinema.;A1;ir ao cinema.;; They plan to go to the cinema to watch the new movie.; He doesn't often go to the cinema due to his schedule.;;go to the cinema. [pt] ir ao cinema.;Phrases
p161;go to the theatre.;A1;ir ao teatro.;; She loves to go to the theatre for live performances.; They occasionally go to the theatre to watch plays.;;go to the theatre. [pt] ir ao teatro.;Phrases
p165;go to work.;A1;ir para o trabalho.;; He goes to work by train every day.; She needs to go to work early tomorrow.;;go to work. [pt] ir para o trabalho.;Phrases
p169;good for you.;A1;que bom para você.;; You finally completed the project! Good for you!; Good for you for passing the test!;;good for you. [pt] que bom para você.;Phrases
p173;good quality.;A1;boa qualidade.;; They always aim to buy products of good quality.; This store is known for selling items of good quality.;;good quality. [pt] boa qualidade.;Phrases
p177;half past one/two/three.;A1;uma e meia / duas e meia / três e meia.;; The meeting starts at half past two.; We usually have lunch at half past one.;;half past one/two/three. [pt] uma e meia / duas e meia / três e meia.;Phrases
p181;happy birthday/New Year.;A1;feliz aniversário/ano novo.;; I sent her a message wishing her a happy birthday.; They celebrate New Year with fireworks.;;happy birthday/New Year. [pt] feliz aniversário/ano novo.;Phrases
p185;have a baby.;A1;ter um bebê.;; They're expecting to have a baby in the spring.; She wants to have a baby next year.;;have a baby. [pt] ter um bebê.;Phrases
p189;have a bath.;A1;tomar banho de banheira.;; He prefers to have a bath rather than a shower.; She relaxes by taking a long bath.;;have a bath. [pt] tomar banho de banheira.;Phrases
p193;have a good time.;A1;divertir-se.;; I hope you have a good time at the party.; They always have a good time when they're together.;;have a good time. [pt] divertir-se.;Phrases
p197;have a long history of.;A1;ter uma longa história de.;; The company has a long history of innovation.; They have a long history of supporting local charities.;;have a long history of. [pt] ter uma longa história de.;Phrases
p201;have a reservation.;A1;ter uma reserva.;; Do you have a reservation for dinner tonight?; We have a reservation for two at 7 PM.;;have a reservation. [pt] ter uma reserva.;Phrases
p205;have a shower.;A1;tomar banho de chuveiro.;; He usually has a shower before bed.; She quickly had a shower after the gym.;;have a shower. [pt] tomar banho de chuveiro.;Phrases
